"year, month, day, hour, minute,timestamp,satellite, fileID,red,green,blue,H,S,V,BT_lake,BT_bkgd,dBT,dT_surface,lake_size"
1987,12,25,16,16,567483410.594,L5,LT51200651987360BKT00,0.00533517877791,0.0292082550251,0.00368084272957,0.322532290457,0.873979368969,0.0292082550251,14.6215566045,17.1402536996,-2.51869709509,-2.49954473584,274.0
1988,6,2,16,18,581307517.971,L5,LT51200651988155BKT00,0.00696119169516,0.0219346475218,0.00387142380059,0.304824506575,0.823501891392,0.0219346475218,17.7345475598,21.3614744915,-3.62692693171,-3.71178513876,242.0
1988,9,22,16,18,590984329.534,L5,LT51200651988267BKT00,0.0439644116549,0.0648318806843,0.0526488207841,0.402694956417,0.321870487315,0.0648318806843,17.8502243377,21.4532294194,-3.60300508165,-3.69045921556,173.0
1989,1,20,16,20,601352428.962,L4,LT41200651989021XXX02,0.0109736049603,0.0267563197854,0.0293278279483,0.523350740268,0.625829605259,0.0293278279483,16.9665951044,16.2275233451,0.739071759372,0.737931128915,81.0
1989,3,17,16,17,606190632.194,L5,LT51200651989077BKT00,0.0538019716091,0.0749688490329,0.0692295997715,0.454809510898,0.282342302127,0.0749688490329,14.2418201842,12.5382242369,1.70359594725,1.65470988007,52.0
1989,3,25,16,20,606882055.722,L4,LT41200651989085XXX01,0.0380147602276,0.0740688579229,0.0446185911266,0.363860750562,0.486764595896,0.0740688579229,14.8362789522,14.0465842911,0.789694661146,0.774066959124,37.0
1989,4,10,16,21,608264477.628,L4,LT41200651989101XXX01,0.00517431253786,0.0221280416546,0.00248578229956,0.310520867366,0.887663701182,0.0221280416546,18.6384241776,21.370317932,-2.73189375438,-2.80634119577,246.0
1989,9,25,16,13,622779231.501,L5,LT51200651989269BKT00,0.0253616329607,0.0382594809708,0.0206987313261,0.289078373371,0.458990796506,0.0382594809708,17.0856574009,23.6775149992,-6.5918575983,-6.79242149887,232.0
1989,10,11,16,13,624161606.24,L5,LT51200651989285BKT00,0.024520254288,0.0401967085492,0.0196140781601,0.293605854101,0.512047655939,0.0401967085492,18.1854758567,23.1747355294,-4.9892596727,-5.15365449535,219.0
1990,3,4,16,9,636602941.057,L5,LT51200651990064BKT00,0.0015481073567,0.03220572969,0.00304190044289,0.341454169048,0.951930685266,0.03220572969,12.3811619601,6.9318223591,5.44933960101,5.12049127872,71.0
1990,4,21,16,8,640750102.477,L5,LT51200651990112BKT00,0.0122457653509,0.019348098647,0.0127628894658,0.345468409074,0.367081718244,0.019348098647,14.6647503345,12.8471497253,1.81760060922,1.77107754021,75.0
1990,8,27,16,8,651809280.852,L5,LT51200651990240BKT00,0.000290277320773,0.0131734150956,-9.81780670441e-05,0.328455052042,1.00745274223,0.0131734150956,17.3738631472,19.8591259758,-2.48526282853,-2.52385830017,234.0
1990,10,14,16,7,655956462.645,L5,LT51200651990288BKT00,0.0291902230724,0.0392903071969,0.0325503636137,0.388780735221,0.257062997086,0.0392903071969,20.4448572281,27.3237107022,-6.87885347416,-7.29119647792,219.0
1991,8,30,16,11,683604709.205,L5,LT51200651991243BKT00,0.0209869831477,0.0456650826528,-0.00127358039289,0.254292012539,1.02788958913,0.0456650826528,16.2237422077,23.1055095953,-6.88176738757,-7.04949756978,3.0
1992,5,28,16,11,707105501.542,L5,LT51200651992150BKT00,-0.0357454807821,0.02234545636,-0.0151259789989,0.392492021411,2.59967557638,0.02234545636,15.5656895497,16.6653210398,-1.09963149008,-1.09345391587,59.0
1992,6,13,16,11,708487890.338,L5,LT51200651992166BKT01,-0.0298871527956,0.0235573962202,-0.0293256943553,0.335084239804,2.26869508481,0.0235573962202,16.3760712641,18.047223287,-1.67115202285,-1.67725956435,24.0
1992,8,16,16,10,714017439.277,L5,LT51200651992230BKT00,-0.0413996572176,-0.00925481611827,-0.0374753066543,0.353680561842,-3.47330953836,-0.00925481611827,15.2220736533,18.743819127,-3.52174547375,-3.52779780827,46.0
1992,9,17,16,10,716782210.35,L5,LT51200651992262BKT00,-0.0400080418241,-0.0265041392512,-0.052739668455,0.252453021931,-0.989865354808,-0.0265041392512,16.6312752239,19.3314152575,-2.70014003366,-2.7275777248,112.0
1992,10,3,16,9,718164587.53,L5,LT51200651992278BKT00,-0.0291225111924,-0.0299002963404,-0.0577450662891,0.162137690915,-0.982832658473,-0.0291225111924,17.4125289801,14.8659071256,2.54662185451,2.53282385255,130.0
1992,12,22,16,9,725076570.339,L5,LT51200651992358BKT00,0.661738082232,1.23542263125,0.334396031129,0.272783502163,0.72932661045,1.23542263125,-6.18741852842,-3.98365710829,-2.20376142013,-1.79551601084,1.0
1993,2,8,16,10,729223802.564,L5,LT51200651993040BKT00,-0.0151419032378,0.0100509756272,-0.0504334059122,0.23608645798,6.0177622335,0.0100509756272,11.0791286596,12.4582141545,-1.37908549486,-1.3205627528,161.0
1993,4,13,16,10,734753426.734,L5,LT51200651993104BKT00,-0.00886183077408,0.0335961898506,-0.0184656682624,0.30258837648,1.54963578741,0.0335961898506,14.9208957976,16.6005087352,-1.67961293755,-1.66513340064,224.0
1993,6,16,16,10,740283038.402,L5,LT51200651993168BKT00,-0.0518705803661,-0.0251933480902,-0.0981764421879,0.227587698233,-2.89691921202,-0.0251933480902,15.9580614577,17.6209002525,-1.66283879482,-1.66297851217,247.0
1993,8,19,16,10,745812630.582,L5,LT51200651993232BKT00,-0.00503237687156,0.0117511406362,-0.0269981083176,0.23885523789,3.29748831654,0.0117511406362,16.1677743121,19.6263404217,-3.45856610961,-3.49124291767,235.0
1993,9,4,16,10,747195028.943,L5,LT51200651993248BKT00,0.0135263866667,0.0328372362126,0.0173840721616,0.366627962913,0.58807779744,0.0328372362126,17.6853014516,19.2394434657,-1.55414201404,-1.5762546818,158.0
1993,9,20,16,10,748577426.197,L5,LT51200651993264BKT00,-0.0109661620766,0.00980408364152,0.00906177319936,0.494043478893,2.1185300409,0.00980408364152,16.5975092074,12.949622267,3.64788694041,3.58594947544,120.0
