year,month,day,hour,minute,timestamp,satellite,fileID,red,green,blue,H,S,V,BT_lake,BT_bkgd,dBT,dT_surface,lake_size
1999,8,18,14,7,935021271.832,L7,LE70980221999231EDC00,0.103089999652,0.165812221995,0.168821485368,0.507630192595,0.389354977971,0.168821485368,6.21011953276,12.0618414875,-5.85172195475,-5.4727593217,291.0
1999,9,10,14,14,937008845.36,L7,LE70990221999254EDC00,0.14262327851,0.209044607612,0.226046736888,0.533967522659,0.369054026289,0.226046736888,5.68059984726,9.38573559032,-3.70513574306,-3.41482083446,82.0
2000,3,20,14,13,953597629.117,L7,LE70990222000081EDC00,0.250777773285,0.307697819663,0.413509951014,0.608370424776,0.393538722176,0.413509951014,-21.9190230339,-11.2529312554,-10.6660917786,-7.66114452108,161.0
2000,4,14,14,7,955757240.221,L7,LE70980222000106EDC00,0.240236316561,0.275456607451,0.347363254967,0.611871406306,0.308400318323,0.347363254967,-7.07887573403,-4.44797837741,-2.63089735663,-2.12846893081,98.0
2000,4,21,14,13,956362410.668,L7,LE70990222000113SGS00,0.241448878484,0.281098146467,0.355562779722,0.608757759348,0.320938826408,0.355562779722,-9.0826140612,-5.75937776291,-3.32323629829,-2.64213180206,97.0
2000,4,30,14,7,957139639.37,L7,LE70980222000122EDC01,0.276616451967,0.300826356889,0.33709854697,0.599952969771,0.179419625349,0.33709854697,5.79852900275,2.01401226289,3.78451673986,3.37155861507,287.0
2000,5,23,14,13,959127190.587,L7,LE70990222000145EDC00,-0.0199675971471,-0.0271973363814,-0.0237745541337,0.921094843194,-0.362073572549,-0.0199675971471,6.69890294801,10.2255020018,-3.52659905378,-3.27806376412,116.0
2000,8,11,14,12,966039137.908,L7,LE70990222000225EDC00,0.0703445092785,0.127824749073,0.156752324097,0.555796602589,0.551237854472,0.156752324097,13.879845164,9.15517741512,4.72466774887,4.5141038172,729.0
2000,8,27,14,12,967421529.131,L7,LE70990222000241EDC00,0.0666088885477,0.150655715513,0.173749883933,0.535924886231,0.616639234283,0.173749883933,8.45047182934,15.8385794684,-7.38810763907,-7.09808222686,385.0
2000,9,5,14,5,968198747.513,L7,LE70980222000250EDC00,0.0503183768416,0.113059170847,0.138276693312,0.547783092942,0.636103701671,0.138276693312,15.544796418,34.9405720102,-19.3957755923,-20.7778892554,463.0
2001,4,8,14,11,986775077.102,L7,LE70990222001099EDC00,0.298466824865,0.338500376159,0.410960956335,0.60735460779,0.273734352949,0.410960956335,-13.1204755196,-9.63375187035,-3.48672364923,-2.65608954929,26.0
2001,5,19,14,4,990317093.164,L7,LE70980222001140EDC00,0.214121768692,0.2306248535,0.238987953943,0.556054037227,0.104047860324,0.238987953943,5.40875690374,6.67513182922,-1.26637492548,-1.15112954389,110.0
2001,6,11,14,10,992304649.573,L7,LE70990222001163EDC00,-0.0668063251969,-0.0535243907576,-0.0717869582103,0.287879401164,-0.341200846833,-0.0535243907576,13.0355604751,13.074052745,-0.0384922698723,-0.0372783917563,346.0
2001,7,29,14,10,996451823.364,L7,LE70990222001211EDC00,0.0316555178495,0.0737692810412,0.0952094348391,0.556225629128,0.66751700708,0.0952094348391,18.2963157254,29.5266827072,-11.2303669818,-11.9058512539,436.0
2001,8,7,14,4,997229042.26,L7,LE70980222001220EDC00,0.0482319799497,0.126179987845,0.174558583523,0.56382740493,0.723691731588,0.174558583523,15.4438616584,29.3819152833,-13.9380536248,-14.6002717079,366.0
2001,9,8,14,3,999993817.322,L7,LE70980222001252EDC00,0.0226821673986,0.0970615406082,0.11251952332,0.528677719034,0.798415717295,0.11251952332,-11.2405484443,-11.7976936808,0.557145236472,0.423751008883,91.0
2001,9,24,14,3,1001376209.322,L7,LE70980222001268EDC00,0.0436002083641,0.105745647508,0.120715920231,0.532354566837,0.63881973247,0.120715920231,3.30027397616,5.48771520812,-2.18744123197,-1.95779920535,412.0
2001,10,1,14,9,1001981370.971,L7,LE70990222001275EDC00,-0.00597621733694,0.074863313266,0.094195076723,0.532164509867,1.06344511353,0.094195076723,1.73057996791,0.822844382599,0.907735585315,0.788447912124,403.0
2002,3,19,14,3,1016582626.784,L7,LE70980222002079EDC00,-0.139128778737,-0.0820988613213,0.0459077042993,0.61529849278,4.03061938864,0.0459077042993,-17.9442144612,-14.982524452,-2.96169000919,-2.13014274924,191.0
2002,4,27,14,10,1019952601.714,L7,LE70990222002118EDC00,-0.0870840728544,-0.105656120295,-0.134200695309,0.100971354081,-0.541047529245,-0.0870840728544,-3.10468881812,-1.07353101869,-2.03115779942,-1.70634065791,116.0
2002,6,23,14,3,1024877008.973,L7,LE70980222002175EDC00,0.0602336286435,0.136754092232,0.157985514447,0.536199510015,0.618739548025,0.157985514447,13.183428861,24.0817795405,-10.8983506795,-11.0688067602,384.0
2002,7,9,14,3,1026259406.23,L7,LE70980222002191EDC00,0.0702703067568,0.106724419537,0.129418073789,0.563946212994,0.457028646003,0.129418073789,15.9971796022,15.3717175639,0.625462038215,0.619666680574,282.0
2002,9,27,14,2,1033171367.123,L7,LE70980222002271EDC00,0.0916460092387,0.119470375454,0.12853238738,0.540945611828,0.286981195117,0.12853238738,1.96310787741,8.277327102,-6.31421922459,-5.69024027582,331.0
2003,4,23,14,3,1051142626.029,L7,LE70980222003114EDC00,0.280236625603,0.33118146665,0.395328861376,0.592892734097,0.291130365166,0.395328861376,-8.84538781623,-6.67214484435,-2.17324297187,-1.72164150455,111.0
2003,5,16,14,9,1053130194.584,L7,LE70990222003137EDC00,0.226770775298,0.279861600564,0.322992884476,0.57470785436,0.297907829561,0.322992884476,2.82239346204,-0.210577284868,3.03297074691,2.6351543965,221.0
