"year, month, day, hour, minute,timestamp,satellite, fileID,red,green,blue,H,S,V,BT_lake,BT_bkgd,dBT,dT_surface,lake_size"
1985,1,16,5,36,474737803.343,L5,LT50170521985016AAA02,0.0085817181474,0.00967850479596,0.00724913882488,0.241911721112,0.251006330244,0.00967850479596,21.523439293,20.9634572446,0.55998204836,0.581098138819,334.0
1985,2,1,5,36,476120207.244,L5,LT50170521985032XXX08,0.0505031981615,0.0513764233356,0.0507320572392,0.377014139544,0.0169966127916,0.0513764233356,23.535061511,23.3715191477,0.163542363279,0.172754779144,75.0
1986,1,19,5,33,506532820.181,L5,LT50170521986019XXX04,0.0450069914599,0.0479054398798,0.048085165556,0.509731184274,0.0640150462307,0.048085165556,24.4710210516,22.1100687851,2.36095226657,2.49070672336,209.0
1986,2,4,5,33,507915198.924,L5,LT50170521986035XXX02,0.0483343093683,0.0493505444554,0.0495284184367,0.524826596098,0.0241095739793,0.0495284184367,22.61187387,17.6687903462,4.94308352384,5.08344074063,233.0
1986,2,20,5,32,509297576.481,L5,LT50170521986051XXX03,0.0521308721396,0.0546521617338,0.0543319916104,0.47883555806,0.0461333918772,0.0546521617338,26.1894201437,21.6210309682,4.5683891755,4.84307746846,160.0
1986,3,8,5,32,510679954.899,L5,LT50170521986067XXX04,0.0423660644402,0.041250948561,0.0415375626196,0.957162290798,0.0263209692466,0.0423660644402,27.7595249405,24.2852529169,3.47427202353,3.74502319596,68.0
1986,3,24,5,32,512062336.473,L5,LT50170521986083XXX04,0.0557631787495,0.0550200591394,0.0466469611359,0.153080629826,0.163480953168,0.0557631787495,23.961190896,26.6867707198,-2.72557982385,-2.92199631863,84.0
1986,4,25,5,31,514827093.778,L5,LT50170521986115XXX02,0.0707973898254,0.0710083817222,0.0666801815913,0.174791364015,0.0609533695302,0.0710083817222,27.2357988925,25.8009686171,1.43483027534,1.55262780843,76.0
1986,7,14,5,29,521738949.577,L5,LT50170521986195AAA02,0.0181750049992,0.0199555325355,0.0164593928939,0.251547312122,0.175196509307,0.0199555325355,20.8379580868,18.7320630351,2.10589505163,2.15938482223,41.0
1986,7,30,5,28,523121315.924,L5,LT50170521986211AAA03,0.149665876008,0.163327774141,0.170820529152,0.55903157539,0.123841398043,0.170820529152,18.9361697643,17.9546799984,0.98148976585,0.995314362949,6.0
1987,1,6,5,25,536945150.256,L5,LT50170521987006XXX02,0.0259630073607,0.0266392282484,0.0224383465335,0.193495196709,0.157695323443,0.0266392282484,22.5178111709,24.44101714,-1.92320596915,-2.0319618592,192.0
1987,1,22,5,26,538327577.567,L5,LT50170521987022XXX03,0.0506010333446,0.052358201608,0.0510204258352,0.373112533704,0.0335605160127,0.052358201608,22.8315502073,20.9622605269,1.86928968036,1.95007596823,93.0
1987,2,7,5,26,539710012.334,L5,LT50170521987038XXX02,0.0379089872788,0.0375826183061,0.0341134459453,0.152335422715,0.100122467149,0.0379089872788,23.6985646131,24.8228276743,-1.12426306124,-1.19523238982,233.0
1987,3,27,5,28,543857321.346,L5,LT50170521987086XXX02,0.0682514042215,0.0724330050015,0.0708534606049,0.437043870687,0.0577305991911,0.0724330050015,26.5635788213,29.7237655566,-3.16018673533,-3.46270541106,138.0
1987,4,12,5,29,545239753.695,L5,LT50170521987102XXX02,0.0673554526622,0.0697740128315,0.0666077273176,0.293974630458,0.0453791517124,0.0697740128315,20.5956107456,21.0121022646,-0.416491518989,-0.430652358638,14.0
1987,4,28,5,29,546622183.262,L5,LT50170521987118XXX02,0.0706372460809,0.0839326938163,0.0896308699788,0.550000780903,0.211909400214,0.0896308699788,27.3121566792,28.0996170171,-0.787460337851,-0.8599554115,415.0
1987,7,1,5,31,552151877.374,L5,LT50170521987182XXX02,0.0624403733579,0.0671639219785,0.0705141286164,0.569158372418,0.114498405027,0.0705141286164,17.8192680439,15.4057762785,2.41349176548,2.41008025533,13.0
1987,8,18,5,32,556299150.891,L5,LT50170521987230XXX07,0.0311024868125,0.0365541471609,0.0381172224901,0.537137900391,0.184030609245,0.0381172224901,23.5272327392,21.587729665,1.93950307416,2.03412105963,75.0
1987,9,19,5,33,559063999.674,L5,LT50170521987262AAA03,0.0190990520209,0.0193070368043,0.0180520484105,0.194287743283,0.0650016057138,0.0193070368043,22.5106385389,17.7571694884,4.75346905055,4.88818650505,159.0
1987,10,5,5,33,560446419.947,L5,LT50170521987278XXX04,0.0368881924476,0.0426620962747,0.0340214610279,0.278037795876,0.202536584023,0.0426620962747,17.2859347598,16.2907720429,0.995162716908,0.995237183707,3.0
1988,4,6,5,32,576343959.374,L4,LT40170521988097XXX03,0.0541035870954,0.0522363406187,0.0537490571398,0.864977964437,0.0345124339615,0.0541035870954,33.2145871513,33.5380736802,-0.323486528981,-0.368597592458,194.0
1988,5,8,5,33,579108814.36,L4,LT40170521988129XXX04,0.0516658202007,0.0516159551684,0.0502110298064,0.160953927056,0.0281576947513,0.0516658202007,31.9570031957,36.295956374,-4.33895317827,-4.97108992261,94.0
1988,10,31,5,37,594315455.195,L4,LT40170521988305XXX03,0.0196346434307,0.019186324951,0.0140687403685,0.153242116187,0.283473600212,0.0196346434307,26.5246932644,25.8436202291,0.681073035344,0.735077296073,221.0
1988,11,16,5,37,595697874.383,L4,LT40170521988321XXX03,0.0386369790766,0.0384349966003,0.0329573555247,0.160739557989,0.14699967978,0.0386369790766,24.0429019908,23.929528043,0.113373947758,0.120268909983,13.0
1989,1,3,5,38,599845114.557,L4,LT40170521989003XXX02,0.0270192494841,0.0257939115522,0.0206848869812,0.134426170711,0.23443887687,0.0270192494841,25.9681128483,23.9587820813,2.00933076708,2.14804410215,172.0
1989,2,20,5,39,603992353.541,L4,LT40170521989051XXX01,-0.388913965597,-0.438016348369,-0.505660078611,0.0965681404664,-0.300184933793,-0.388913965597,30.2943276328,26.0036665097,4.29066112313,4.70157582799,324.0
1989,11,27,5,30,628183819.456,L5,LT50170521989331CPE01,0.0268010343968,0.0271850436525,0.0198889784693,0.175438729555,0.268385266415,0.0271850436525,21.7654074241,22.5087218659,-0.743314441817,-0.776944064576,137.0
1989,12,13,5,29,629566193.928,L5,LT50170521989347CPE01,0.0200143309205,0.0208085536406,0.0134542127663,0.184665622061,0.35342873903,0.0208085536406,16.8785283766,16.2431251579,0.635403218739,0.634227832773,13.0
1989,12,29,5,29,630948563.919,L5,LT50170521989363CPE03,0.0332358957613,0.0333344544141,0.0304274445169,0.172317298314,0.0872073639203,0.0333344544141,25.3076190259,21.9003924809,3.407226545,3.60346809377,283.0
1990,1,30,5,28,633713303.016,L5,LT50170521990030AAA02,0.0327186709718,0.0297836830742,0.0235941233442,0.113056924074,0.278878920095,0.0327186709718,22.8891888931,20.9973499984,1.89183889471,1.97433906105,241.0
1990,2,23,5,38,635787508.173,L4,LT40170521990054XXX03,0.036995371913,0.0362600383223,0.0369519982601,0.843164166897,0.0198763670327,0.036995371913,32.1354444602,26.3140609216,5.82138353866,6.43130915942,239.0
1990,3,3,5,27,636478039.329,L5,LT50170521990062CPE03,0.0275797126036,0.0259405601017,0.02142233474,0.122298416138,0.223257506419,0.0275797126036,23.8040700023,26.979803128,-3.17573312569,-3.40640040919,150.0
1990,3,27,5,37,638552274.173,L4,LT40170521990086XXX02,0.0486042069047,0.0471612753858,0.0491852252844,0.785488079515,0.0411495502337,0.0491852252844,27.6904612424,22.4911243401,5.19933690237,5.56379782624,140.0
1990,4,4,5,26,639242784.522,L5,LT50170521990094XXX02,0.0456002776468,0.045225625534,0.0435069192801,0.136838033506,0.0459067022116,0.0456002776468,25.6503879359,27.7404441616,-2.09005622565,-2.2647510185,100.0
1990,4,20,5,26,640625197.022,L5,LT50170521990110AAA02,0.0373744796204,0.0367596823201,0.0356913162416,0.105789500489,0.045035098704,0.0373744796204,24.9504601062,27.738341309,-2.7878812028,-3.01268453653,113.0
